,val_id,train_id,name,description,resnet_id,resnet_desc,resnet_class
977,978,n04392985,tape player,electronic equipment for playing back magnetic tapes,n04392985,tape_player,849
978,979,n03047690,"clog, geta, patten, sabot",footwear usually with wooden soles,n03047690,clog,503
979,980,n03584254,iPod,(trademark) a pocket-sized device used to play music files,n03584254,iPod,606
980,981,n13054560,bolete,any fungus of the family Boletaceae,n13054560,bolete,998
981,982,n10565667,scuba diver,an underwater diver who uses scuba gear,n10565667,scuba_diver,984
982,983,n03950228,"pitcher, ewer",an open vessel with a handle and a spout for pouring,n03950228,pitcher,726
983,984,n03729826,matchstick,a short thin stick of wood used in making matches,n03729826,matchstick,645
984,985,n02837789,"bikini, two-piece",a woman's very brief bathing suit,n02837789,bikini,446
985,986,n04254777,sock,hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to between the ankle and the knee,n04254777,sock,807
986,987,n02988304,CD player,a stand-alone piece of electronic equipment that either has its own display or attaches to a television set,n02988304,CD_player,486
987,988,n03657121,"lens cap, lens cover",cap used to keep lens free of dust when not in use,n03657121,lens_cap,623
988,989,n04417672,"thatch, thatched roof",a house roof made with a plant material (as straw),n04417672,thatch,854
989,990,n04523525,vault,an arched brick or stone ceiling or roof,n04523525,vault,885
990,991,n02815834,beaker,a flatbottomed jar made of glass or plastic; used for chemistry,n02815834,beaker,439
991,992,n09229709,bubble,"a hollow globule of gas (e.g., air or carbon dioxide)",n09229709,bubble,972
992,993,n07697313,cheeseburger,a hamburger with melted cheese on it,n07697313,cheeseburger,934
993,994,n03888605,"parallel bars, bars",gymnastic apparatus consisting of two parallel wooden rods supported on uprights,n03888605,parallel_bars,703
994,995,n03355925,"flagpole, flagstaff",a tall staff or pole on which a flag is raised,n03355925,flagpole,558
995,996,n03063599,coffee mug,a mug intended for serving coffee,n03063599,coffee_mug,505
996,997,n04116512,"rubber eraser, rubber, pencil eraser",an eraser made of rubber (or of a synthetic material with properties similar to rubber); commonly mounted at one end of a pencil,n04116512,rubber_eraser,768
997,998,n04325704,stole,a wide scarf worn about their shoulders by women,n04325704,stole,825
998,999,n07831146,carbonara,sauce for pasta; contains eggs and bacon or ham and grated cheese,n07831146,carbonara,960
999,1000,n03255030,dumbbell,an exercising weight; two spheres connected by a short bar that serves as a handle,n03255030,dumbbell,544
